currentTimestep,currentTime,totalTimestepsRun,versions,sent_time_ns,recv_time_ns,latency,currentThrust,drag,currentMassFlowRate,currentOxidiserMass,currentFuelMass,currentRocketTotalMass,netThrust,currentAcceleration,currentVelocityDelta,currentVelocity,currentAltitudeDelta,currentAltitude,requiredThrustChange
224,224,224,1,125836867091500,125836882904000,15812500,123191000.0,1.203798302975372,30628.52738619129,565355.4326630881,94225.90544385304,1090581.3381069573,112492395.86937244,103.14901964546537,103.14901964546537,5600.787050771373,5600.787050771373,325189.5502229168,8.68456634870044
225,225,225,1,125837006855500,125837023338200,16482700,123191000.0,1.0356775911404363,30628.52738619129,539102.4091892098,89850.40153154,1059952.810720766,112792861.89115168,106.41309759295109,106.41309759295109,5707.200148364324,5707.200148364324,330896.7503712811,8.44066377320447
226,226,226,1,125837162835000,125837178553200,15718200,123191000.0,0.8908401360121587,30628.52738619129,512849.38571533153,85474.89761922696,1029324.2833345747,113093327.88964768,109.87142703295913,109.87142703295913,5817.071575397284,5817.071575397284,336713.8219466784,8.196761216608618
227,227,227,1,125837302732700,125837334475300,31742600,123191000.0,0.7660813689651389,30628.52738619129,486596.36224145326,81099.39370691392,998695.7559483834,113393793.868065,113.54188018991206,113.54188018991206,5930.613455587196,5930.613455587196,342644.4354022656,7.952858676311582
228,228,228,1,125837470611400,125837498955800,28344400,123191000.0,0.6586358648519856,30628.52738619129,460343.338767575,76723.88979460088,968067.2285621921,113694259.82916902,117.44459111381323,117.44459111381323,6048.0580467010095,6048.0580467010095,348692.4934489666,7.708956150068576
229,229,229,1,125837605425500,125837630464900,25039400,123191000.0,0.5661173484608887,30628.52738619129,434090.3152936967,72348.38588228784,937438.7011760008,113994725.77534609,121.60232517853345,121.60232517853345,6169.660371879543,6169.660371879543,354862.1538208461,7.465053635942491
230,230,230,1,125837754547800,125837770937200,16389400,123191000.0,0.4864668786411809,30628.52738619129,407837.29181981843,67972.8819699748,906810.1737898095,114295191.70865509,126.04092346139436,126.04092346139436,6295.701295340938,6295.701295340938,361157.8551161871,7.221151132262024
231,231,231,1,125837914463100,125837978132700,63669600,123191000.0,0.4179080975117748,30628.52738619129,381584.26834594016,63597.37805766176,876181.6464036182,114595657.6308724,130.78984032733692,130.78984032733692,6426.491135668274,6426.491135668274,367584.3462518554,6.977248637585214
232,232,232,1,125838074237700,125838093497700,19260000,123191000.0,0.3589085832560801,30628.52738619129,355331.2448720619,59221.87414534872,845553.1190174269,114896123.54353046,135.8827978507669,135.8827978507669,6562.373933519041,6562.373933519041,374146.72018537443,6.733346150668098
233,233,233,1,125838226222100,125838274329200,48107100,123191000.0,0.3081464756267642,30628.52738619129,329078.2213981836,54846.370233035675,814924.5916312356,115196589.44795111,141.35858781407242,141.35858781407242,6703.732521333113,6703.732521333113,380850.4527067075,6.489443670437687
234,234,234,1,125838406023800,125838417804300,11780500,123191000.0,0.2644816561991712,30628.52738619129,302825.19792430534,50470.866320722635,784296.0642450443,115497055.34527446,147.26206162522413,147.26206162522413,6850.994582958338,6850.994582958338,387701.44728966587,6.245541195968486
235,235,235,1,125838585864800,125838601744500,15879700,123191000.0,0.2269308630169436,30628.52738619129,276572.17445042706,46095.36240840959,753667.536858853,115797521.2364838,153.64536161276956,153.64536161276956,7004.639944571107,7004.639944571107,394706.087234237,6.001638726462325
236,236,236,1,125838733700400,125838762561400,28861000,123191000.0,0.19464620363866306,30628.52738619129,250319.15097654882,41719.85849609655,723039.0094726617,116097987.12242699,160.56946527283696,160.56946527283696,7165.209409843944,7165.209409843944,401871.29664408095,5.757736261230945
237,237,237,1,125838884274300,125838916221600,31947300,123191000.0,0.1668966035129056,30628.52738619129,224066.12750267057,37344.35458378351,692410.4820864704,116398453.00383513,168.10613937138365,168.10613937138365,7333.315549215327,7333.315549215327,409204.61219329626,5.51383379968088
238,238,238,1,125839069476200,125839101392400,31916200,123191000.0,0.14305178963240045,30628.52738619129,197813.10402879232,32968.85067147047,661781.954700279,116698918.88133848,176.34043668384913,176.34043668384913,7509.655985899177,7509.655985899177,416714.2681791954,5.269931341300519
239,239,239,1,125839221216700,125839237412800,16196100,123191000.0,0.12256846388894896,30628.52738619129,171560.08055491408,28593.34675915743,631153.4273140877,116999384.75548033,185.37391970345217,185.37391970345217,7695.029905602629,7695.029905602629,424409.29808479804,5.026028885648842
240,240,240,1,125839361081400,125839377024800,15943400,123191000.0,0.10497836763194719,30628.52738619129,145307.05708103583,24217.84284684439,600524.8999278964,117299850.62672897,195.32887086083005,195.32887086083005,7890.3587764634585,7890.3587764634585,432299.6568612615,4.782126432345734
241,241,241,1,125839488501800,125839520238000,31736200,123191000.0,0.08987797963234528,30628.52738619129,119054.03360715759,19842.338934531348,569896.3725417051,117600316.4954879,206.353860388683,206.353860388683,8096.712636852141,8096.712636852141,440396.36949811364,4.538223981063634
242,242,242,1,125839613553000,125839629650600,16097600,123191000.0,0.07691962484480079,30628.52738619129,92801.01013327934,15466.835022218307,539267.8451555138,117900782.36210477,218.63121159783705,218.63121159783705,8315.343848449978,8315.343848449978,448711.7133465636,4.294321531520343
243,243,243,1,125839801274000,125839833134100,31860100,123191000.0,0.06580380180453264,30628.52738619129,66547.9866594011,11091.331109905266,508639.31776932254,118201248.22687915,232.3871633542998,232.3871633542998,8547.731011804279,8547.731011804279,457259.4443583679,4.050419083472697
244,244,244,1,125839989129800,125840004977100,15847300,123191000.0,0.05627256285819353,30628.52738619129,40294.96318552285,6715.827197592224,478010.79038313124,118501714.09006892,247.90593951883054,247.90593951883054,8795.63695132311,8795.63695132311,466055.081309691,3.8065166367113497
245,245,245,1,125840144915200,125840217833500,72918300,123191000.0,0.04810380430038892,30628.52738619129,14041.939711644602,2340.3232852791825,447382.26299693994,118802179.9518962,265.5495976886969,265.5495976886969,9061.186549011807,9061.186549011807,475116.2678587028,3.562614191055998
246,246,246,1,125840283533700,125840331400200,47866500,123191000.0,0.04110634340545103,30628.52738619129,-12211.083762233648,-2035.1806270338593,416753.73561074864,119102645.81255221,285.7866304137824,285.7866304137824,9346.97317942559,9346.97317942559,484463.2410381284,3.318711746351427
