currentTimestep,currentTime,totalTimestepsRun,versions,sent_time_ns,recv_time_ns,latency,currentThrust,drag,currentMassFlowRate,currentOxidiserMass,currentFuelMass,currentRocketTotalMass,netThrust,currentAcceleration,currentVelocityDelta,currentVelocity,currentAltitudeDelta,currentAltitude,requiredThrustChange
35,35,35,1,125808323670300,125808367573700,43903400,123191000.0,18638992.125252523,30628.52738619129,5527176.8692260925,921196.144871016,6879373.014097113,37065358.6064548,5.3878977823271095,5.3878977823271095,208.30693697959657,208.30693697959657,3909.0536391918185,69.91228368431558
37,37,37,1,125808568833000,125808583258300,14425300,123191000.0,19771155.761537887,30628.52738619129,5500923.845752214,916820.640958703,6848744.486710922,36787215.94311908,5.371380990267601,5.371380990267601,213.67831796986417,213.67831796986417,4122.731957161683,70.13806532691585
38,38,38,1,125808775528600,125808819093000,43564400,123191000.0,20298555.18363142,30628.52738619129,5448417.798804457,908069.633134077,6787487.431938539,36534126.6774865,5.358390337659329,5.358390337659329,219.0367083075235,219.0367083075235,4341.768665469206,70.34350993377234
39,39,39,1,125808949966000,125808981569300,31603300,123191000.0,20798830.883725177,30628.52738619129,5422164.775330579,903694.1292217639,6756858.904552348,36307193.1090515,5.349135961299599,5.349135961299599,224.3858442688231,224.3858442688231,4566.154509738029,70.52772271590335
40,40,40,1,125809110999800,125809158385900,47386100,123191000.0,21271140.468735974,30628.52738619129,5395911.7518567005,899318.6253094509,6726230.377166157,36107383.26261629,5.343811935793036,5.343811935793036,229.72965620461613,229.72965620461613,4795.884165942645,70.68991788148786
41,41,41,1,125809245987100,125809261540900,15553800,123191000.0,21714758.10954448,30628.52738619129,5369658.728382822,894943.1213971379,6695601.849779965,35935539.53126402,5.342597192813384,5.342597192813384,235.0722533974295,235.0722533974295,5030.956419340075,70.82941161995274
42,42,42,1,125809446726000,125809462646200,15920200,123191000.0,22129065.237845734,30628.52738619129,5343405.704908944,890567.6174848248,6664973.322393774,35678546.46947134,5.35314167719086,5.35314167719086,245.77105160365818,245.77105160365818,5517.145380870201,71.03802512401771
43,43,43,1,125809599933200,125809631918100,31984900,123191000.0,22513541.177216664,30628.52738619129,5317152.681435065,886192.1135725118,6634344.795007583,35594536.38375895,5.365192416671534,5.365192416671534,251.1362440203297,251.1362440203297,5768.28162489053,71.106220110431
44,44,44,1,125809851871700,125809852167100,295400,123191000.0,23191350.74578056,30628.52738619129,5290899.657961187,881816.6096601988,6603716.267621391,35540789.5566522,5.381937702398248,5.381937702398248,256.51818172272795,256.51818172272795,6024.799806613258,71.14984896895699
45,45,45,1,125810015798100,125810063377900,47579800,123191000.0,23484050.094887048,30628.52738619129,5264646.634487309,877441.1057478858,6573087.7402352,35517658.52251212,5.403496792702362,5.403496792702362,261.9216785154303,261.9216785154303,6286.721485128688,71.16862553067016
47,47,47,1,125810192610800,125810219420900,26810100,123191000.0,23745632.61969813,30628.52738619129,5238393.61101343,873065.6018355727,6542459.212849009,35525425.027064174,5.429980359265261,5.429980359265261,267.35165887469554,267.35165887469554,6554.073144003383,71.16232108915085
48,48,48,1,125810372544500,125810463998900,91454400,123191000.0,23975933.661623504,30628.52738619129,5212140.587539552,868690.0979232597,6511830.685462818,35564308.35591163,5.461491564162798,5.461491564162798,272.8131504388583,272.8131504388583,6826.886294442242,71.13075763983437
49,49,49,1,125810524597500,125810563471600,38874100,123191000.0,24174835.91409599,30628.52738619129,5185887.564065673,864314.5940109467,6481202.158076626,35634473.167644784,5.498127091011729,5.498127091011729,278.31127752987004,278.31127752987004,7105.197571972112,71.07380152150337
50,50,50,1,125810683908400,125810699426000,15517600,123191000.0,24342262.755637884,30628.52738619129,5133381.517117917,855563.5861863206,6419945.103304244,35736036.76883084,5.53997811897015,5.53997811897015,283.8512556488402,283.8512556488402,7389.048827620953,70.99135751083209
51,51,51,1,125810819678500,125810847328000,27649500,123191000.0,24478172.22991886,30628.52738619129,5107128.493644038,851188.0822740076,6389316.575918052,35869075.780947484,5.587131229905103,5.587131229905103,289.4383868787453,289.4383868787453,7678.487214499698,70.88336341051905
52,52,52,1,125811002022800,125811029815700,27792900,123191000.0,24582551.70249095,30628.52738619129,5080875.47017016,846812.5783616946,6358688.048531861,36033632.16032504,5.639669240390946,5.639669240390946,295.07805611913625,295.07805611913625,7973.565270618834,70.74978516261329
53,53,53,1,125811138539400,125811156857600,18318200,123191000.0,24655413.21632039,30628.52738619129,5054622.446696281,842437.0744493816,6328059.52114567,36229718.54141149,5.69767195133538,5.69767195133538,300.77572807047164,300.77572807047164,8274.340998689306,70.59061251113191
54,54,54,1,125811294558100,125811326048000,31489900,123191000.0,24696789.56225315,30628.52738619129,5028369.423222403,838061.5705370685,6297430.993759478,36457322.88124059,5.761216808946851,5.761216808946851,306.5369448794185,306.5369448794185,8580.877943568725,70.40585523192392
55,55,55,1,125811422337700,125811423357900,1020200,123191000.0,24706731.076022044,30628.52738619129,5002116.399748525,833686.0666247555,6266802.466373287,36716412.38896637,5.830379471462407,5.830379471462407,312.3673243508809,312.3673243508809,8893.245267919605,70.19553994288027
56,56,56,1,125811594102400,125811607293600,13191200,123191000.0,24685303.170183133,30628.52738619129,4975863.376274646,829310.5627124425,6236173.938987096,37006936.728856005,5.905234276559637,5.905234276559637,318.2725586274405,318.2725586274405,9211.517826547046,69.95970750391182
57,57,57,1,125811742186900,125811773728800,31541900,123191000.0,24632584.607294645,30628.52738619129,4949610.352800768,824935.0588001295,6205545.411600905,37328830.488353446,5.985854604693169,5.985854604693169,324.25841323213365,324.25841323213365,9535.77623977918,69.69841101350468
58,58,58,1,125811886002600,125811918156300,32153700,123191000.0,24548666.519554257,30628.52738619129,4923357.3293268895,820559.5548878164,6174916.884214713,37682014.90490048,6.072313133742628,6.072313133742628,330.3307263658763,330.3307263658763,9866.106966145057,69.4117144069774
59,59,59,1,125812042410700,125812073391600,30980900,123191000.0,24433652.179808944,30628.52738619129,4897104.305853011,816184.0509755034,6144288.356828522,38066398.8462994,6.164681980353562,6.164681980353562,336.49540834622985,336.49540834622985,10202.602374491285,69.09969166067374
60,60,60,1,125812166147900,125812177367100,11219200,123191000.0,24287657.52915899,30628.52738619129,4870851.282379133,811808.5470631904,6113659.829442331,38481879.03970325,6.2630327232178145,6.2630327232178145,342.75844106944766,342.75844106944766,10545.360815560733,68.7624266060806
61,61,61,1,125812349612600,125812365259900,15647300,123191000.0,25823939.654787883,30628.52738619129,4844598.258905254,807433.0431508773,6083031.302056139,38928339.54401174,6.367436303298979,6.367436303298979,349.12587737274663,349.12587737274663,10349.762358286804,68.40001335810916
62,62,62,1,125812521505600,125812569084200,47578600,123191000.0,25580695.36099008,30628.52738619129,4818345.235431376,803057.5392385643,6052402.774669948,37692523.27204139,6.1963388646875535,6.1963388646875535,355.3222162374342,355.3222162374342,10705.084574524239,69.40318426505071
63,63,63,1,125812645350400,125812661025500,15675100,123191000.0,25283954.82999312,30628.52738619129,4792092.2119574975,798682.0353262513,6021774.247283757,38236233.41949773,6.317529556942423,6.317529556942423,361.6397457943766,361.6397457943766,11066.724320318615,68.96182885154133
64,64,64,1,125812813441000,125812828919500,15478500,123191000.0,24722907.887905333,30628.52738619129,4765839.188483619,794306.5314139383,5991145.719897565,38833439.80415322,6.4488368725662255,6.4488368725662255,368.08858266694284,368.08858266694284,11434.812902985559,68.4770479952649
65,65,65,1,125812971029300,125812999732200,28702900,123191000.0,24157140.58572257,30628.52738619129,4739586.165009741,789931.0275016252,5960517.192511374,39694952.599899545,6.625602924006034,6.625602924006034,374.7141855909489,374.7141855909489,11809.527088576508,67.77771704109915
66,66,66,1,125813141633300,125813172742000,31108700,123191000.0,23586547.729456622,30628.52738619129,4713333.141535862,785555.5235893122,5929888.665125183,40561185.75574085,6.804977562467362,6.804977562467362,381.51916315341623,381.51916315341623,12191.046251729924,67.0745543459012
67,67,67,1,125813293015100,125813308623800,15608700,123191000.0,23011108.353961896,30628.52738619129,4687080.118061984,781180.0196769992,5899260.1377389915,41432244.465665326,6.987018948489933,6.987018948489933,388.5061821019062,388.5061821019062,12579.55243383183,66.36747451870241
68,68,68,1,125813480867100,125813496406500,15539400,123191000.0,22430883.451121796,30628.52738619129,4660827.094588106,776804.5157646862,5868631.6103528,42308149.6948186,7.171772172609096,7.171772172609096,395.6779542745153,395.6779542745153,12975.230388106345,65.65646054109585
69,69,69,1,125813636775000,125813652388900,15613900,123191000.0,21846013.824103266,30628.52738619129,4634574.071114227,772429.0118523731,5838003.082966609,43188840.451317236,7.3592693014037875,7.3592693014037875,403.0372235759191,403.0372235759191,13378.267611682264,64.94156192309728
70,70,70,1,125813768687600,125813796128000,27440400,123191000.0,21256717.991714723,30628.52738619129,4608321.047640349,768053.5079400601,5807374.555580418,44074175.9319943,7.549529403399663,7.549529403399663,410.58675297931876,410.58675297931876,13788.854364661584,64.2228929613411
71,71,71,1,125813920400700,125813952275900,31875200,123191000.0,20663290.07119057,30628.52738619129,4582068.02416647,763678.0040277471,5776746.028194226,44963937.618041374,7.742558567164342,7.742558567164342,418.3293115464831,418.3293115464831,14207.183676208067,63.5006310379481
72,72,72,1,125814076511000,125814092111100,15600100,123191000.0,20066097.571809337,30628.52738619129,4555815.000692592,759302.500115434,5746117.500808035,45857831.39222407,7.938349923712837,7.938349923712837,426.26766147019595,426.26766147019595,14633.451337678263,62.77501490188076
73,73,73,1,125814188381800,125814203833200,15451400,123191000.0,19465579.03584299,30628.52738619129,4529561.977218714,754926.996203121,5715488.973421844,46755489.74526384,8.136883685147223,8.136883685147223,434.40454515534316,434.40454515534316,15067.855882833606,62.04634287791816
74,74,74,1,125814327636400,125814359212100,31575700,123191000.0,18862241.46762208,30628.52738619129,4503308.953744835,750551.492290808,5684860.446035652,47656474.13488872,8.338127211250127,8.338127211250127,442.7426723665933,442.7426723665933,15510.5985552002,61.31497095170205
75,75,75,1,125814484761700,125814500825100,16063400,123191000.0,18256657.496156726,30628.52738619129,4477055.930270957,746175.988378495,5654231.918649461,48560277.55676817,8.542035115502575,8.542035115502575,451.2847074820959,451.2847074820959,15961.883262682297,60.58131068278675
76,76,76,1,125814668680100,125814700268800,31588700,123191000.0,17649462.221926495,30628.52738619129,4450802.906797078,741800.484466182,5623603.39126327,49466327.381892055,8.748549421670576,8.748549421670576,460.03325690376647,460.03325690376647,16421.916519586062,59.84582690140347
77,77,77,1,125814824819000,125814872029400,47210400,123191000.0,17041349.704271413,30628.52738619129,4424549.8833232,737424.9805538689,5592974.8638770785,50373988.509780824,8.957599781670407,8.957599781670407,468.9908566854369,468.9908566854369,16890.907376271498,59.109035148849486
78,78,78,1,125815023992800,125815095946700,71953900,123191000.0,16433069.052383987,30628.52738619129,4398296.859849322,733049.4766415559,5562346.336490887,52191313.3866404,9.382967228100775,9.382967228100775,487.54292767838905,487.54292767838905,17856.610264400177,57.63382602086159
79,79,79,1,125815143987500,125815172077900,28090400,123191000.0,15825420.090291897,30628.52738619129,4372043.836375443,728673.9727292429,5531717.809104696,53099428.202391036,9.599084775256303,9.599084775256303,497.14201245364535,497.14201245364535,18353.752276853822,56.89666598826941
80,80,80,1,125815239722400,125815287791100,48068700,123191000.0,15219248.574473415,30628.52738619129,4345790.812901565,724298.4688169298,5501089.281718505,54006065.57186806,9.817340313189193,9.817340313189193,506.95935276683457,506.95935276683457,18860.711629620655,56.16070526916085
81,81,81,1,125815395813700,125815412166500,16352800,123191000.0,14615440.951868942,30628.52738619129,4319537.7894276865,719922.9649046168,5470460.754332313,54910339.048131056,10.03760771058361,10.03760771058361,516.9969604774182,516.9969604774182,19377.708590098075,55.426663434722464
82,82,82,1,125815551697000,125815567725600,16028600,123191000.0,14014918.656004325,30628.52738619129,4293284.765953808,715547.4609923038,5439832.226946122,55811327.19765422,10.259751563879801,10.259751563879801,527.256712041298,527.256712041298,19904.96530213937,54.695288456417906
83,83,83,1,125815706414700,125815738331900,31917200,123191000.0,13418631.949648708,30628.52738619129,4267031.74247993,711171.9570799908,5409203.699559931,56708079.757668376,10.48362807307144,10.48362807307144,537.7403401143695,537.7403401143695,20442.705642253743,53.96735170778029
84,84,84,1,125815847668500,125815895395800,47727300,123191000.0,12827553.33376504,30628.52738619129,4240778.719006051,706796.4531676777,5378575.172173739,57599624.227210574,10.709086028062671,10.709086028062671,548.4494261424321,548.4494261424321,20991.155068396176,53.243642614143425
85,85,85,1,125816007365600,125816019171400,11805800,123191000.0,12242670.554306785,30628.52738619129,4214525.695532173,702420.9492553647,5347946.644787548,58484972.86032737,10.935967904117103,10.935967904117103,559.3853940465492,559.3853940465492,21550.540462442725,52.5249629759257
86,86,86,1,125816151531300,125816183047600,31516300,123191000.0,11664979.250452235,30628.52738619129,4188272.6720582945,698045.4453430517,5317318.117401357,59363130.01784046,11.164111062599355,11.164111062599355,570.5495051091485,570.5495051091485,22121.089967551874,51.81212100085196
87,87,87,1,125816299283400,125816376263100,76979700,123191000.0,11095475.299890935,30628.52738619129,4162019.648584416,693669.9414307387,5286689.5900151655,60233099.82206029,11.393349050759666,11.393349050759666,581.9428541599082,581.9428541599082,22703.032821711782,51.10592509025798
88,88,88,1,125816484429500,125816500920800,16491300,123191000.0,10535146.928487865,30628.52738619129,4135766.6251105377,689294.4375184256,5256061.062628974,61093894.04712188,11.623512991792369,11.623512991792369,593.5663671517005,593.5663671517005,23296.59918886348,50.40717743412921
89,89,89,1,125816644160000,125816692082500,47922500,123191000.0,9984966.662723737,30628.52738619129,4109513.6016366594,684918.9336061126,5225432.535242783,61944540.16654457,11.854433053869007,11.854433053869007,605.4208002055695,605.4208002055695,23902.019989069053,49.716667478513386
90,90,90,1,125816788296800,125816827985400,39688600,123191000.0,9445883.213396039,30628.52738619129,4083260.578162781,680543.4296937996,5194804.007856592,62784089.46953079,12.085939984372171,12.085939984372171,617.5067401899418,617.5067401899418,24519.526729258996,49.03516533713437
91,91,91,1,125816972024000,125817003760300,31736300,123191000.0,8918813.387808466,30628.52738619129,4057007.5546889026,676167.9257814866,5164175.4804704,63611625.1487769,12.31786669320977,12.31786669320977,629.8246068831515,629.8246068831515,25149.351336142146,48.36341522613105
92,92,92,1,125817167049500,125817212417300,45367800,123191000.0,8255987.852106626,30628.52738619129,4030754.531215024,671792.4218691735,5133546.953084209,64574916.538137294,12.57900573001305,12.57900573001305,642.4036126131646,642.4036126131646,25791.75494875531,47.58146574170411
93,93,93,1,125817324186200,125817340254100,16067900,123191000.0,7701093.401458763,30628.52738619129,4004501.507741146,667416.9179568605,5102918.425698018,65430276.84244368,12.822128708336859,12.822128708336859,655.2257413215015,655.2257413215015,26446.980690076813,46.88712905776909
94,94,94,1,125817491991500,125817507935900,15944400,123191000.0,7174725.809101648,30628.52738619129,3978248.4842672674,663041.4140445475,5072289.898311826,66257110.28845932,13.062563776276114,13.062563776276114,668.2883050977775,668.2883050977775,27115.26899517459,46.21594898291327
95,95,95,1,125817644099800,125817671660500,27560700,123191000.0,6676033.655980333,30628.52738619129,3951995.460793389,658665.9101322345,5041661.370925635,67056268.29523918,13.300430822653174,13.300430822653174,681.5887359204307,681.5887359204307,27796.85773109502,45.567234379752435
96,96,96,1,125817827715500,125817855420100,27704600,123191000.0,6204176.225534352,30628.52738619129,3925742.4373195106,654290.4062199214,5011032.843539444,67828591.5793437,13.53585053165094,13.53585053165094,695.1245864520816,695.1245864520816,28491.982317547103,44.94030279862676
97,97,97,1,125817947595400,125817964328100,16732700,123191000.0,5758316.874016838,30628.52738619129,3899489.413845632,649914.9023076084,4980404.3161532525,68574916.78451975,13.768945738422579,13.768945738422579,708.8935321905042,708.8935321905042,29200.875849737607,44.334475095973126
98,98,98,1,125818083481800,125818111297600,27815800,123191000.0,5337618.172271775,30628.52738619129,3873236.390371754,645539.3983952954,4949775.788767061,69296081.33992335,13.999842477144666,13.999842477144666,722.8933746676488,722.8933746676488,29923.769224405256,43.74907149067435
99,99,99,1,125818255223500,125818279071400,23847900,123191000.0,4941238.598484873,30628.52738619129,3846983.3668978754,641163.8944829823,4919147.26138087,69992926.7673688,14.22867075293063,14.22867075293063,737.1220454205794,737.1220454205794,30660.891269825835,43.18340887940776
100,100,100,1,125818383346400,125818398693900,15347500,123191000.0,4568330.576761375,30628.52738619129,3820730.343423997,636788.3905706693,4888518.733994679,70666300.64275081,14.455565067458682,14.455565067458682,751.5776104880381,751.5776104880381,31412.468880313874,42.63679924446525
101,101,101,1,125818530181600,125818547246600,17065000,123191000.0,4218039.669856142,30628.52738619129,3794477.3199501187,632412.8866583563,4857890.206608487,71317057.40331459,14.68066472690091,14.68066472690091,766.258275214939,766.258275214939,32178.727155528813,42.108548998453955
102,102,102,1,125818715371000,125818787000100,71629100,123191000.0,3889504.7467581187,30628.52738619129,3768224.2964762403,628037.3827460433,4827261.679222296,71946058.18007116,14.904113959627345,14.904113959627345,781.1623891745663,781.1623891745663,32959.88954470338,41.59795912033252
103,103,103,1,125818851138400,125818867025700,15887300,123191000.0,3581858.9576768125,30628.52738619129,3741971.273002362,623661.8788337302,4796633.151836105,72554169.822811,15.126061870092768,15.126061870092768,796.288451044659,796.288451044659,33756.17799574804,41.104325946854075
104,104,104,1,125819007631800,125819067543700,59911900,123191000.0,3294231.3606791915,30628.52738619129,3715718.2495284835,619286.3749214172,4766004.624449913,73142263.27346715,15.34666225421658,15.34666225421658,811.6351132988756,811.6351132988756,34567.81310904692,40.62694249298475
105,105,105,1,125819140954100,125819156668900,15714800,123191000.0,3025749.056024853,30628.52738619129,3689465.226054605,614910.8710091042,4735376.097063722,73711211.43178004,15.566073300383966,15.566073300383966,827.2011865992596,827.2011865992596,33625.26358086387,40.16510018444526
106,106,106,1,125819295878100,125819328046500,32168400,123191000.0,3626730.8916585026,30628.52738619129,3663212.2025807267,610535.3670967912,4704747.569677531,73410695.44980492,15.603535442144153,15.603535442144153,842.8047220414037,842.8047220414037,34468.068302905274,40.409043315010905
107,107,107,1,125819392088700,125819423927700,31839000,123191000.0,3312162.427171737,30628.52738619129,3636959.1791068483,606159.8631844781,4674119.0422913395,74025729.76795022,15.837365094505904,15.837365094505904,858.6420871359096,858.6420871359096,35326.71039004118,39.909790676307345
108,108,108,1,125819553300500,125819569542600,16242100,123191000.0,3021250.845201147,30628.52738619129,3610706.15563297,601784.3592721651,4643490.514905148,74617107.20357935,16.069184800542992,16.069184800542992,874.7112719364526,874.7112719364526,36201.421661977634,39.42974145548023
109,109,109,1,125819696977100,125819744843200,47866100,123191000.0,2752592.633376185,30628.52738619129,3584453.1321590915,597408.8553598521,4612861.987518957,75186231.26906285,16.299258783916493,16.299258783916493,891.010530720369,891.010530720369,37092.432192698005,38.96775635471516
110,110,110,1,125819803832200,125819815873600,12041400,123191000.0,2504835.275210216,30628.52738619129,3558200.108685213,593033.351447539,4582233.460132766,75734454.48088735,16.527847203728687,16.527847203728687,907.5383779240977,907.5383779240977,37999.9705706221,38.52273747198468
111,111,111,1,125819936976500,125819968859600,31883100,123191000.0,2276676.852681617,30628.52738619129,3531947.0852113348,588657.847535226,4551604.932746574,76263078.75707449,16.755206105081506,16.755206105081506,924.2935840291792,924.2935840291792,38924.264154651275,38.09362797844446
112,112,112,1,125820082731500,125820099402700,16671200,123191000.0,2066865.958961321,30628.52738619129,3505694.0617374564,584282.343622913,4520976.405360383,76773355.50445332,16.981587299023616,16.981587299023616,941.2751713282029,941.2751713282029,39865.53932597948,37.67941204759007
