drag,sent_time_ns,recv_time_ns,latency,currentThrust,currentTimestep,currentMassFlowRate,currentOxidiserMass,currentFuelMass,currentRocketTotalMass,netThrust,currentAcceleration,currentVelocityDelta,currentVelocity,currentAltitudeDelta,currentAltitude,requiredThrustChange
0.18628780129317613,351206269350900,351206299166300,29815400,123191000.0,234,30628.52738619129,302825.19792430534,50470.866320722635,784296.0642450443,115497055.4234683,147.26206172492354,147.26206172492354,6861.423533794737,6861.423533794737,400113.04408250394,6.24554113249482
0.16066158412586648,351206410936200,351206472592000,61655800,123191000.0,235,30628.52738619129,276572.17445042706,46095.36240840959,753667.536858853,115797521.30275308,153.64536170069863,153.64536170069863,7015.068895495435,7015.068895495435,407128.1129779994,6.0016386726683955
0.13850838683098662,351206581346500,351206612059800,30713300,123191000.0,236,30628.52738619129,250319.15097654882,41719.85849609655,723039.0094726617,116097987.17856482,160.56946535047845,160.56946535047845,7175.638360845914,7175.638360845914,414303.7513388453,5.757736215661195
0.11936365136972077,351206722818600,351206739491700,16673100,123191000.0,237,30628.52738619129,224066.12750267057,37344.35458378351,692410.4820864704,116398453.05136807,168.10613944003217,168.10613944003217,7343.744500285946,7343.744500285946,421647.49583913124,5.513833761096126
0.10282435278579205,351206863828200,351206894676000,30847800,123191000.0,238,30628.52738619129,197813.10402879232,32968.85067147047,661781.954700279,116698918.9215659,176.34043674463567,176.34043674463567,7520.084937030581,7520.084937030581,429167.5807761618,5.269931308646001
0.07621020140196202,351207082204700,351207084226300,2021600,123191000.0,239,30628.52738619129,171560.08055491408,28593.34675915743,631153.4273140877,116999384.78950788,185.37391975736543,185.37391975736543,7705.458856787946,7705.458856787946,436873.03963294975,5.026028858027064
0.06556937336333188,351207191696800,351207196894000,5197200,123191000.0,240,30628.52738619129,145307.05708103583,24217.84284684439,600524.8999278964,117299850.65549713,195.32887090873507,195.32887090873507,7900.787727696681,7900.787727696681,444773.82736064645,4.782126408993244
0.05639061490600637,351207349808800,351207411225500,61416700,123191000.0,242,30628.52738619129,119054.03360715759,19842.338934531348,569896.3725417051,117600316.5197965,206.35386043133744,206.35386043133744,8107.141588128018,8107.141588128018,452880.96894877445,4.538223961331181
0.04847650289293012,351207504075700,351207518470300,14394600,123191000.0,243,30628.52738619129,92801.01013327934,15466.835022218307,539267.8451555138,117900782.38263379,218.63121163590537,218.63121163590537,8325.772799763923,8325.772799763923,461206.7417485384,4.294321514855963
0.0416560030566016,351207687699500,351207702850300,15150800,123191000.0,244,30628.52738619129,40294.96318552285,6715.827197592224,478010.79038313124,118201248.24420644,232.38716338836574,232.38716338836574,8558.15996315229,8558.15996315229,469764.9017116907,4.050419069407308
0.035780990309912455,351207843595500,351207875297700,31702200,123191000.0,245,30628.52738619129,14041.939711644602,2340.3232852791825,447382.26299693994,118501714.10468549,247.90593954940846,247.90593954940846,8806.065902701697,8806.065902701697,478570.9676143924,3.8065166248463886
0.03072322901708663,351208031503600,351208063285800,31782200,123191000.0,246,30628.52738619129,-12211.083762233648,-2035.1806270338593,416753.73561074864,118802179.96421902,265.5495977162412,265.5495977162412,9071.615500417938,9071.615500417938,487642.58311481035,3.5626141810529837
