drag,sent_time_ns,recv_time_ns,latency,currentTimestep,currentThrust,currentMassFlowRate,currentOxidiserMass,currentFuelMass,currentRocketTotalMass,netThrust,currentAcceleration,currentVelocityDelta,currentVelocity,currentAltitudeDelta,currentAltitude,requiredThrustChange
22129065.237845734,86564714351300,86564714910600,559300,42,123191000.0,30628.52738619129,5343405.704908944,890567.6174848248,6664973.322393774,35792387.744114056,5.345656529037832,5.345656529037832,240.41790992646733,240.41790992646733,5271.374329266542,70.94561474124404
22513541.177216664,86564869331400,86564899070700,29739300,43,123191000.0,30628.52738619129,5317152.681435065,886192.1135725118,6634344.795007583,35678546.46947134,5.35314167719086,5.35314167719086,245.77105160365818,245.77105160365818,5517.145380870201,71.03802512401771
22867753.857981943,86564994397300,86565026211300,31814000,44,123191000.0,30628.52738619129,5290899.657961187,881816.6096601988,6603716.267621391,35594536.38375895,5.365192416671534,5.365192416671534,251.1362440203297,251.1362440203297,5768.28162489053,71.106220110431
23191350.74578056,86565106278500,86565138434800,32156300,45,123191000.0,30628.52738619129,5264646.634487309,877441.1057478858,6573087.7402352,35540789.5566522,5.381937702398248,5.381937702398248,256.51818172272795,256.51818172272795,6024.799806613258,71.14984896895699
23484050.094887048,86565264221300,86565264696200,474900,46,123191000.0,30628.52738619129,5238393.61101343,873065.6018355727,6542459.212849009,35525425.027064174,5.429980359265261,5.429980359265261,267.35165887469554,267.35165887469554,6554.073144003383,71.16232108915085
23745632.61969813,86565374238300,86565390270100,16031800,47,123191000.0,30628.52738619129,5212140.587539552,868690.0979232597,6511830.685462818,35564308.35591163,5.461491564162798,5.461491564162798,272.8131504388583,272.8131504388583,6826.886294442242,71.13075763983437
23975933.661623504,86565516189600,86565532176400,15986800,48,123191000.0,30628.52738619129,5185887.564065673,864314.5940109467,6481202.158076626,35634473.167644784,5.498127091011729,5.498127091011729,278.31127752987004,278.31127752987004,7105.197571972112,71.07380152150337
24174835.91409599,86565640299700,86565661568600,21268900,49,123191000.0,30628.52738619129,5159634.540591795,859939.0900986337,6450573.630690435,35736036.76883084,5.53997811897015,5.53997811897015,283.8512556488402,283.8512556488402,7389.048827620953,70.99135751083209
24342262.755637884,86565752292500,86565848138900,95846400,50,123191000.0,30628.52738619129,5133381.517117917,855563.5861863206,6419945.103304244,35869075.780947484,5.587131229905103,5.587131229905103,289.4383868787453,289.4383868787453,7678.487214499698,70.88336341051905
24478172.22991886,86565910197000,86566004138000,93941000,51,123191000.0,30628.52738619129,5107128.493644038,851188.0822740076,6389316.575918052,36033632.16032504,5.639669240390946,5.639669240390946,295.07805611913625,295.07805611913625,7973.565270618834,70.74978516261329
24582551.70249095,86566066197300,86566098711500,32514200,52,123191000.0,30628.52738619129,5080875.47017016,846812.5783616946,6358688.048531861,36229718.54141149,5.69767195133538,5.69767195133538,300.77572807047164,300.77572807047164,8274.340998689306,70.59061251113191
24655413.21632039,86566194255200,86566224517600,30262400,53,123191000.0,30628.52738619129,5054622.446696281,842437.0744493816,6328059.52114567,36457322.88124059,5.761216808946851,5.761216808946851,306.5369448794185,306.5369448794185,8580.877943568725,70.40585523192392
24696789.56225315,86566304230800,86566320227900,15997100,54,123191000.0,30628.52738619129,5028369.423222403,838061.5705370685,6297430.993759478,36716412.38896637,5.830379471462407,5.830379471462407,312.3673243508809,312.3673243508809,8893.245267919605,70.19553994288027
24685303.170183133,86566496487500,86566512272700,15785200,55,123191000.0,30628.52738619129,5002116.399748525,833686.0666247555,6266802.466373287,37006936.728856005,5.905234276559637,5.905234276559637,318.2725586274405,318.2725586274405,9211.517826547046,69.95970750391182
24632584.607294645,86566656453100,86566671266300,14813200,57,123191000.0,30628.52738619129,4949610.352800768,824935.0588001295,6205545.411600905,37328830.488353446,5.985854604693169,5.985854604693169,324.25841323213365,324.25841323213365,9535.77623977918,69.69841101350468
24548666.519554257,86566778444900,86566809124200,30679300,58,123191000.0,30628.52738619129,4923357.3293268895,820559.5548878164,6174916.884214713,37682014.90490048,6.072313133742628,6.072313133742628,330.3307263658763,330.3307263658763,9866.106966145057,69.4117144069774
24433652.179808944,86566932419200,86566962678600,30259400,59,123191000.0,30628.52738619129,4897104.305853011,816184.0509755034,6144288.356828522,38066398.8462994,6.164681980353562,6.164681980353562,336.49540834622985,336.49540834622985,10202.602374491285,69.09969166067374
24287657.52915899,86567070422900,86567101314700,30891800,60,123191000.0,30628.52738619129,4870851.282379133,811808.5470631904,6113659.829442331,38481879.03970325,6.2630327232178145,6.2630327232178145,342.75844106944766,342.75844106944766,10545.360815560733,68.7624266060806
24885885.374201532,86567213721400,86567245403000,31681600,61,123191000.0,30628.52738619129,4844598.258905254,807433.0431508773,6083031.302056139,38928339.54401174,6.367436303298979,6.367436303298979,349.12587737274663,349.12587737274663,10644.486692933478,68.40001335810916
24662725.90632553,86567372629700,86567387356400,14726700,62,123191000.0,30628.52738619129,4818345.235431376,803057.5392385643,6052402.774669948,38630577.55262774,6.350547224632912,6.350547224632912,355.47642459737955,355.47642459737955,10999.963117530859,68.64172094339055
24179784.902346592,86567483636000,86567499343600,15707600,63,123191000.0,30628.52738619129,4792092.2119574975,798682.0353262513,6021774.247283757,39154202.87416227,6.469199809045663,6.469199809045663,361.9456244064252,361.9456244064252,11361.908741937285,68.21666933934924
23664262.763401825,86567636544700,86567667298600,30753900,64,123191000.0,30628.52738619129,4765839.188483619,794306.5314139383,5991145.719897565,39937609.73179975,6.632199762356488,6.632199762356488,368.5778241687817,368.5778241687817,11730.486566106067,67.58074069388206
23141000.22163567,86567774566400,86567790359400,15793000,65,123191000.0,30628.52738619129,4739586.165009741,789931.0275016252,5960517.192511374,40753597.72440305,6.80230453902227,6.80230453902227,375.380128707804,375.380128707804,12105.86669481387,66.9183643899286
22610169.71672479,86567927659300,86567942341700,14682400,66,123191000.0,30628.52738619129,4713333.141535862,785555.5235893122,5929888.665125183,41577326.11982775,6.975456118483196,6.975456118483196,382.35558482628716,382.35558482628716,12488.222279640158,66.24970483247336
22072005.739851303,86568036761600,86568052430300,15668700,67,123191000.0,30628.52738619129,4687080.118061984,781180.0196769992,5899260.1377389915,42408622.47839716,7.151672632204789,7.151672632204789,389.50725745849195,389.50725745849195,12877.72953709865,65.57490199901197
21526804.53135437,86568196704500,86568228456400,31751900,68,123191000.0,30628.52738619129,4660827.094588106,776804.5157646862,5868631.6103528,43247252.30892919,7.3309620696782085,7.3309620696782085,396.83821952817016,396.83821952817016,13274.56775662682,64.89414623720143
20974923.66045789,86568356719700,86568420400200,63680500,69,123191000.0,30628.52738619129,4634574.071114227,772429.0118523731,5838003.082966609,44092919.37108466,7.5133220652836235,7.5133220652836235,404.35154159345376,404.35154159345376,13678.919298220275,64.20767801942945
20416781.43952968,86568482249200,86568497783400,15534200,70,123191000.0,30628.52738619129,4608321.047640349,768053.5079400601,5807374.555580418,44945266.095639676,7.698739698643757,7.698739698643757,412.0502812920975,412.0502812920975,14090.969579512372,63.515787601659476
19852856.12613311,86568640805900,86568656509600,15703700,71,123191000.0,30628.52738619129,4582068.02416647,763678.0040277471,5776746.028194226,45803874.17022642,7.887191317152532,7.887191317152532,419.93747260925005,419.93747260925005,14510.907052121622,62.8188145479569
19283684.867336456,86568828851800,86568875465000,46613200,72,123191000.0,30628.52738619129,4555815.000692592,759302.500115434,5746117.500808035,46668265.337281525,8.078642389592765,8.078642389592765,428.0161149988428,428.0161149988428,14938.923167120465,62.11714708275643
18709862.342463188,86569015859000,86569031597900,15738900,73,123191000.0,30628.52738619129,4529561.977218714,754926.996203121,5715488.973421844,47537902.449736714,8.273047399927307,8.273047399927307,436.2891623987701,436.2891623987701,15375.212329519236,61.411221233907746
18132039.06280797,86569206866600,86569238519300,31652700,74,123191000.0,30628.52738619129,4503308.953744835,750551.492290808,5684860.446035652,48412190.82826852,8.47034979043697,8.47034979043697,444.75951218920704,444.75951218920704,15819.971841708442,60.70151973093122
17550919.28990725,86569394713600,86569410512300,15798700,75,123191000.0,30628.52738619129,4477055.930270957,746175.988378495,5654231.918649461,49290479.96158228,8.670481963362018,8.670481963362018,453.42999415256907,453.42999415256907,16273.401835861012,59.98857062481653
16967258.53783033,86569584825400,86569664912800,80087400,76,123191000.0,30628.52738619129,4450802.906797078,741800.484466182,5623603.39126327,50172065.58814153,8.873365350058961,8.873365350058961,462.30335950262804,462.30335950262804,16735.70519536364,59.27294559818369
16381860.629718306,86569776769800,86569793274900,16505100,77,123191000.0,30628.52738619129,4424549.8833232,737424.9805538689,5592974.8638770785,51056192.19387699,9.07891055638756,9.07891055638756,471.3822700590156,471.3822700590156,17207.087465422657,58.55525793777388
15795574.284497825,86569952934100,86569984519300,31585200,78,123191000.0,30628.52738619129,4398296.859849322,733049.4766415559,5562346.336490887,51942055.95564756,9.287017592573456,9.287017592573456,480.66928765158906,480.66928765158906,17687.756753074245,57.83616014510187
15209289.216362188,86570172545600,86570187503300,14957700,79,123191000.0,30628.52738619129,4372043.836375443,728673.9727292429,5531717.809104696,53715559.076320745,9.710466247556935,9.710466247556935,499.8773300942764,499.8773300942764,18677.800947015243,56.39652322302706
14623931.737242213,86570314520200,86570346414500,31894300,80,123191000.0,30628.52738619129,4345790.812901565,724298.4688169298,5501089.281718505,54601382.40909926,9.925558305434762,9.925558305434762,509.80288839971115,509.80288839971115,19187.603835414953,55.67745824849278
13459857.917895984,86570517647400,86570517978600,331200,81,123191000.0,30628.52738619129,4319537.7894276865,719922.9649046168,5470460.754332313,55485320.13895011,10.142714230242616,10.142714230242616,519.9456026299538,519.9456026299538,19707.549438044905,54.95992390763115
12883130.696646977,86570706855000,86570738974100,32119100,82,123191000.0,30628.52738619129,4293284.765953808,715547.4609923038,5439832.226946122,56366387.935762554,10.361787934663234,10.361787934663234,530.307390564617,530.307390564617,20237.85682860952,54.244719228058415
12311297.14494218,86570864030400,86570895111400,31081000,83,123191000.0,30628.52738619129,4267031.74247993,711171.9570799908,5409203.699559931,57243581.01067011,10.582626240407105,10.582626240407105,540.8900168050241,540.8900168050241,20778.746845414546,53.53265984473695
11745383.66694157,86571003963600,86571034673200,30709600,84,123191000.0,30628.52738619129,4240778.719006051,706796.4531676777,5378575.172173739,58115880.41603343,10.805069847623981,10.805069847623981,551.695086652648,551.695086652648,21330.441932067195,52.824572885979144
11186417.070381518,86571195070600,86571242891300,47820700,86,123191000.0,30628.52738619129,4188272.6720582945,698045.4453430517,5317318.117401357,58982259.747692585,11.028954412845625,11.028954412845625,562.7240410654937,562.7240410654937,21893.165973132687,52.121291532910206
10635417.225703048,86571402787000,86571418941000,16154000,87,123191000.0,30628.52738619129,4162019.648584416,693669.9414307387,5286689.5900151655,60693157.89624818,11.48037100776217,11.48037100776217,585.4585238033918,585.4585238033918,23052.602649731707,50.73247404741566
10093389.510779422,86571578913000,86571610761700,31848700,88,123191000.0,30628.52738619129,4135766.6251105377,689294.4375184256,5256061.062628974,61535651.464830324,11.70756023029372,11.70756023029372,597.1660840336855,597.1660840336855,23649.76873376539,50.04858190547173
9561317.124774449,86571736903500,86571768866800,31963300,89,123191000.0,30628.52738619129,4109513.6016366594,684918.9336061126,5225432.535242783,62368189.70449386,11.93550759364959,11.93550759364959,609.1015916273351,609.1015916273351,24258.870325392727,49.372770977998506
9040153.36356681,86571846831800,86571893735200,46903400,90,123191000.0,30628.52738619129,4083260.578162781,680543.4296937996,5194804.007856592,63189819.319360025,12.16404299830987,12.16404299830987,621.265634625645,621.265634625645,24880.13596001837,48.705815100648564
8530813.956631588,86571972938800,86571988754800,15816000,91,123191000.0,30628.52738619129,4057007.5546889026,676167.9257814866,5164175.4804704,63999624.579953775,12.39299958376397,12.39299958376397,633.658634209409,633.658634209409,25513.79459422778,48.04845761463599
7854209.34172387,86572128942500,86572176744500,47802000,92,123191000.0,30628.52738619129,4030754.531215024,671792.4218691735,5133546.953084209,64976695.04852005,12.65727101404661,12.65727101404661,646.3159052234556,646.3159052234556,26160.110499451235,47.25532299557594
7325509.429115558,86572286869400,86572302959300,16089900,93,123191000.0,30628.52738619129,4004501.507741146,667416.9179568605,5102918.425698018,65805860.81478689,12.895730506565062,12.895730506565062,659.2116357300207,659.2116357300207,26819.322135181257,46.5822496653271
6348707.387684993,86572511948800,86572526918600,14969800,95,123191000.0,30628.52738619129,3978248.4842672674,663041.4140445475,5072289.898311826,66607902.34429541,13.131722294986341,13.131722294986341,672.3433580250071,672.3433580250071,27491.665493206263,45.93119436947877
5899056.899353457,86572703724400,86572718861300,15136900,96,123191000.0,30628.52738619129,3951995.460793389,658665.9101322345,5041661.370925635,67383594.56353453,13.365355109354178,13.365355109354178,685.7087131343612,685.7087131343612,28177.374206340624,45.301528063304524
5474205.392580959,86572863588400,86572910848300,47259900,97,123191000.0,30628.52738619129,3925742.4373195106,654290.4062199214,5011032.843539444,68133710.9055246,13.59674004000335,13.59674004000335,699.3054531743646,699.3054531743646,28876.67965951499,44.69262291439748
5073369.081472761,86573055130000,86573086863600,31733600,98,123191000.0,30628.52738619129,3873236.390371754,645539.3983952954,4949775.788767061,68859028.26595563,13.825991605264033,13.825991605264033,713.1314447796286,713.1314447796286,29589.81110429462,44.103848279536955
4695755.198406538,86573231098700,86573262839100,31740400,99,123191000.0,30628.52738619129,3846983.3668978754,641163.8944829823,4919147.26138087,69560330.43072237,14.05322854998431,14.05322854998431,727.1846733296129,727.1846733296129,30316.99577762423,43.534567922395006
4340561.057516605,86573371046800,86573386799200,15752400,100,123191000.0,30628.52738619129,3820730.343423997,636788.3905706693,4888518.733994679,70238410.16744713,14.278574402289856,14.278574402289856,741.4632477319028,741.4632477319028,31058.459025356133,42.98413831574779
4006974.1027492625,86573513232000,86573544882900,31650900,101,123191000.0,30628.52738619129,3794477.3199501187,632412.8866583563,4857890.206608487,70894070.16199559,14.502157815004246,14.502157815004246,755.965405546907,755.965405546907,31814.42443090304,42.451907881261135
3694172.7801714614,86573673246200,86573688844500,15598300,102,123191000.0,30628.52738619129,3768224.2964762403,628037.3827460433,4827261.679222296,71528122.97042148,14.72411271731036,14.72411271731036,770.6895182642174,770.6895182642174,32585.11394916726,41.93721702849926
3401328.0842769914,86573814107900,86573860814300,46706400,103,123191000.0,30628.52738619129,3741971.273002362,623661.8788337302,4796633.151836105,72141390.14665782,14.94457830143575,14.94457830143575,785.6340965656532,785.6340965656532,33370.748045732915,41.439398863019356
3127605.638296208,86573999197800,86574030847200,31649400,104,123191000.0,30628.52738619129,3715718.2495284835,619286.3749214172,4766004.624449913,72734700.69621082,15.16369886831322,15.16369886831322,800.7977954339664,800.7977954339664,34171.54584116688,40.957780441581924
2872168.179111625,86574187261200,86574201912100,14650900,105,123191000.0,30628.52738619129,3689465.226054605,614910.8710091042,4735376.097063722,73864792.30869326,15.598505967560804,15.598505967560804,831.7779249567732,831.7779249567732,35569.503185112866,40.040431274449226
2734141.691319319,86574326914900,86574404797300,77882400,106,123191000.0,30628.52738619129,3663212.2025807267,610535.3670967912,4704747.569677531,74303284.6501441,15.793256396801102,15.793256396801102,847.5711813535743,847.5711813535743,36417.07436646644,39.68448616364499
2503305.2427648897,86574468921800,86574515816400,46894600,107,123191000.0,30628.52738619129,3636959.1791068483,606159.8631844781,4674119.0422913395,74834586.95235707,16.010415283662045,16.010415283662045,863.5815966372363,863.5815966372363,37280.65596310368,39.25320278887494
2289055.00274913,86574594949500,86574657819300,62869800,108,123191000.0,30628.52738619129,3610706.15563297,601784.3592721651,4643490.514905148,75349303.04603137,16.226867009670315,16.226867009670315,879.8084636469066,879.8084636469066,38160.46442675059,38.835383229268885
2090512.7207501172,86574707143200,86574720842800,13699600,109,123191000.0,30628.52738619129,3584453.1321590915,597408.8553598521,4612861.987518957,75848311.1816889,16.44278788026003,16.44278788026003,896.2512515271667,896.2512515271667,39056.71567827775,38.43031456706342
1906815.5661999714,86574891161300,86574906869200,15707900,110,123191000.0,30628.52738619129,3558200.108685213,593033.351447539,4582233.460132766,76332474.1898976,16.658355549541543,16.658355549541543,912.9096070767082,912.9096070767082,39969.62528535446,38.037296401605964
1737118.736163407,86575080962600,86575111832700,30870100,111,123191000.0,30628.52738619129,3531947.0852113348,588657.847535226,4551604.932746574,76802636.8735927,16.873748492764662,16.873748492764662,929.7833555694729,929.7833555694729,40899.40864092393,37.655642966131694
1580597.9091271558,86575270926000,86575300901600,29975600,112,123191000.0,30628.52738619129,3505694.0617374564,584282.343622913,4520976.405360383,77259623.55428748,17.089145491377288,17.089145491377288,946.8725010608501,946.8725010608501,41846.28114198478,37.28468511962117
1436451.499660533,86575410944200,86575474885700,63941500,113,123191000.0,30628.52738619129,3479441.038263578,579906.8397106,4490347.877974192,77704235.81741263,17.304725141355572,17.304725141355572,964.1772262022057,964.1772262022057,42810.458368186984,36.923772177015664
1303902.6796239605,86575600962700,86575631818500,30855800,114,123191000.0,30628.52738619129,3453188.0147896996,575531.335798287,4459719.350588,78137250.49110776,17.5206653936207,17.5206653936207,981.6978915958264,981.6978915958264,43792.15625978281,36.572273549928354
1182201.1416396964,86575788969400,86575836034700,47065300,115,123191000.0,30628.52738619129,3426934.991315821,571155.8318859739,4429090.823201809,78559417.88275056,17.737143133578734,17.737143133578734,999.4350347294051,999.4350347294051,44791.59129451221,36.22958017813756
1070624.5896170163,86575976929300,86576008827500,31898200,116,123191000.0,30628.52738619129,3400681.967841943,566780.3279736609,4398462.295815618,78971460.28843176,17.95433380514812,17.95433380514812,1017.3893685345532,1017.3893685345532,45808.980663046765,35.89510573951688
968479.9491904454,86576165856900,86576180851300,14994400,117,123191000.0,30628.52738619129,3374428.9443680644,562404.8240613479,4367833.7684294265,79374070.78251688,18.172411083093483,18.172411083093483,1035.5617796176466,1035.5617796176466,46844.54244266441,35.56828763260556
875104.2979564938,86576357014800,86576386822100,29807300,118,123191000.0,30628.52738619129,3348175.920894186,558029.3201490348,4337205.241043235,79767912.28740937,18.391546596080072,18.391546596080072,1053.9533262137268,1053.9533262137268,47898.495768878136,35.24858773172605
