,,,netThrust,currentAcceleration,currentVelocityDelta,currentVelocity,currentAltitudeDelta,currentAltitude,requiredThrustChange,currentTimestep,sent_time_ns,recv_time_ns,latency
'5.115',5,115,78849426.48,17.92658915,17.92658915,994.3211092,994.3211092,44641.92507,35.99416639,60,,,
'5.116',5,116,79261322.48,18.14659776,18.14659776,1012.467707,1012.467707,45654.39277,35.6598108,60,,,
'5.117',5,117,79663969.46,18.3675812,18.3675812,1030.835288,1030.835288,46685.22806,35.33296307,60,,,
'5.118',5,118,80057993.06,18.58970556,18.58970556,1049.424994,1049.424994,47734.65306,35.01311536,60,,,
'5.119',5,119,80443993.37,18.81313568,18.81313568,1068.238129,1068.238129,48802.89119,34.69978053,60,,,
'5.120',5,120,80822543.98,19.03803494,19.03803494,1087.276164,1087.276164,49890.16735,34.39249298,60,,,
'5.121',5,121,81194191.3,19.26456501,19.26456501,1106.540729,1106.540729,50996.70808,34.09080915,60,,,
'5.122',5,122,81559454.22,19.49288573,19.49288573,1126.033615,1126.033615,52122.7417,33.79430785,60,,,
'5.123',5,123,81482828.5,19.47457202,19.47457202,1142.765782,1142.765782,51404.217,33.85650859,120,,,
'5.124',5,124,82272763.94,19.95552857,19.95552857,1165.712299,1165.712299,54434.21076,33.21528039,60,,,
'5.125',5,125,82621710.53,20.19016042,20.19016042,1185.902459,1185.902459,55620.11322,32.93202383,60,,,
'5.126',5,126,82966073.05,20.42720238,20.42720238,1206.329661,1206.329661,56826.44288,32.65248837,60,,,
'5.127',5,127,83306234.63,20.66680443,20.66680443,1226.996466,1226.996466,58053.43935,32.37636302,60,,,
'5.128',5,128,83642552.89,20.90911478,20.90911478,1247.905581,1247.905581,59301.34493,32.10335748,60,,,
'5.129',5,129,83975360.79,21.15428001,21.15428001,1269.059861,1269.059861,60570.40479,31.83320146,60,,,
'5.130',5,130,84304967.62,21.40244521,21.40244521,1290.462306,1290.462306,61860.8671,31.5656439,60,,,
'5.131',5,131,84631659.99,21.65375426,21.65375426,1312.11606,1312.11606,63172.98316,31.30045215,60,,,
'5.132',5,132,84955702.86,21.90834997,21.90834997,1334.02441,1334.02441,64507.00757,31.03741112,60,,,
'5.133',5,133,85277340.7,22.16637439,22.16637439,1356.190784,1356.190784,65863.19835,30.77632238,60,,,
'5.134',5,134,85596798.54,22.42796903,22.42796903,1378.618754,1378.618754,67241.81711,30.51700324,60,,,
'5.135',5,135,85914283.14,22.69327515,22.69327515,1401.312029,1401.312029,68643.12913,30.25928588,60,,,
'5.136',5,136,86229984.06,22.96243405,22.96243405,1424.274463,1424.274463,70067.4036,30.0030164,60,,,
'5.137',5,137,86544074.81,23.23558736,23.23558736,1447.51005,1447.51005,71514.91365,29.74805399,60,,,
'5.138',5,138,86856713.86,23.51287734,23.51287734,1471.022927,1471.022927,72985.93657,29.49426999,60,,,
'5.139',5,139,87168045.72,23.79444718,23.79444718,1494.817375,1494.817375,74480.75395,29.24154709,60,,,
'5.140',5,140,87478201.97,24.08044137,24.08044137,1518.897816,1518.897816,75999.65177,28.9897785,60,,,
'5.141',5,141,87787302.14,24.37100594,24.37100594,1543.268822,1543.268822,77542.92059,28.73886717,60,,,
'5.142',5,142,88095454.73,24.66628886,24.66628886,1567.935111,1567.935111,79110.8557,28.48872505,60,,,
'5.143',5,143,88402758.01,24.96644033,24.96644033,1592.901551,1592.901551,80703.75725,28.23927234,60,,,
'5.144',5,144,88709300.89,25.27161311,25.27161311,1618.173164,1618.173164,82321.93041,27.99043689,60,,,
'5.145',5,145,89015163.66,25.58196288,25.58196288,1643.755127,1643.755127,83965.68554,27.74215351,60,,,
'5.146',5,146,89320418.79,25.89764857,25.89764857,1669.652776,1669.652776,85635.33832,27.4943634,60,,,
'5.147',5,147,89625131.51,26.21883269,26.21883269,1695.871608,1695.871608,87331.20992,27.24701358,60,,,
'5.148',5,148,89929360.53,26.54568171,26.54568171,1722.41729,1722.41729,89053.62721,27.00005639,60,,,
'5.149',5,149,90233158.62,26.8783664,26.8783664,1749.295656,1749.295656,90802.92287,26.75344902,60,,,
'5.150',5,150,90536573.1,27.21706218,27.21706218,1776.512719,1776.512719,92579.43559,26.50715304,60,,,
'5.151',5,151,90839646.42,27.56194951,27.56194951,1804.074668,1804.074668,94383.51026,26.261134,60,,,
'5.152',5,152,91142416.56,27.91321427,27.91321427,1831.987882,1831.987882,96215.49814,26.01536105,60,,,
'5.153',5,153,91444917.52,28.27104813,28.27104813,1860.258931,1860.258931,98075.75707,25.76980662,60,,,
'5.154',5,154,91747179.66,28.63564895,28.63564895,1888.89458,1888.89458,99964.65165,25.52444606,60,,,
'5.155',5,155,92049230.06,29.00722122,29.00722122,1917.901801,1917.901801,101882.5535,25.27925736,60,,,
'5.156',5,156,92351092.9,29.38597646,29.38597646,1947.287777,1947.287777,103829.8412,25.03422092,60,,,
'5.157',5,157,92652789.71,29.77213366,29.77213366,1977.059911,1977.059911,105806.9011,24.78931926,60,,,
'5.158',5,158,92954339.62,30.16591977,30.16591977,2007.225831,2007.225831,107814.127,24.54453684,60,,,
'5.159',5,159,93255759.69,30.56757013,30.56757013,2037.793401,2037.793401,109851.9204,24.29985982,60,,,
'5.160',5,160,93557065.04,30.97732901,30.97732901,2068.77073,2068.77073,111920.6911,24.05527592,60,,,
'5.161',5,161,93858269.1,31.39545014,31.39545014,2100.16618,2100.16618,114020.8573,23.81077424,60,,,
'5.162',5,162,94159383.8,31.82219722,31.82219722,2131.988377,2131.988377,116152.8457,23.56634511,60,,,
'5.163',5,163,94460419.67,32.25784451,32.25784451,2164.246222,2164.246222,118317.0919,23.32197995,60,,,
'5.164',5,164,94761386.09,32.70267748,32.70267748,2196.948899,2196.948899,120514.0408,23.07767118,60,,,
'5.165',5,165,95062291.33,33.15699341,33.15699341,2230.105893,2230.105893,122744.1467,22.83341208,60,,,
'5.166',5,166,95363142.69,33.62110208,33.62110208,2263.726995,2263.726995,125007.8737,22.5891967,60,,,
'5.167',5,167,95663946.66,34.09532648,34.09532648,2297.822321,2297.822321,127305.696,22.3450198,60,,,
'5.168',5,168,95964708.94,34.58000362,34.58000362,2332.402325,2332.402325,129638.0983,22.10087673,60,,,
'5.169',5,169,96265434.58,35.07548527,35.07548527,2367.47781,2367.47781,132005.5761,21.85676342,60,,,
'5.170',5,170,96566128.01,35.58213891,35.58213891,2403.059949,2403.059949,134408.6361,21.61267624,60,,,
'5.171',5,171,96866793.17,36.10034855,36.10034855,2439.160297,2439.160297,136847.7964,21.36861202,60,,,
'5.172',5,172,97167433.5,36.6305158,36.6305158,2475.790813,2475.790813,139323.5872,21.12456795,60,,,
'5.173',5,173,97468052.05,37.17306085,37.17306085,2512.963874,2512.963874,141836.5511,20.88054156,60,,,
'5.174',5,174,97768651.49,37.72842363,37.72842363,2550.692298,2550.692298,144387.2434,20.63653068,60,,,
'5.175',5,175,98069234.18,38.29706499,38.29706499,2588.989363,2588.989363,146976.2327,20.3925334,60,,,
'5.176',5,176,98369802.18,38.87946799,38.87946799,2627.868831,2627.868831,149604.1015,20.14854804,60,,,
'5.177',5,177,98670357.32,39.47613925,39.47613925,2667.34497,2667.34497,152271.4465,19.90457313,60,,,
'5.178',5,178,98970901.19,40.08761045,40.08761045,2707.43258,2707.43258,154978.8791,19.66060735,60,,,
'5.179',5,179,99271435.2,40.7144399,40.7144399,2748.14702,2748.14702,157727.0261,19.41664959,60,,,
'5.180',5,180,99571960.58,41.35721427,41.35721427,2789.504235,2789.504235,160516.5304,19.17269883,60,,,
'5.181',5,181,99872478.4,42.01655037,42.01655037,2831.520785,2831.520785,163348.0511,18.92875421,60,,,
'5.182',5,182,100172989.6,42.69309719,42.69309719,2874.213882,2874.213882,166222.265,18.68481495,60,,,
'5.183',5,183,100473495.1,43.38753799,43.38753799,2917.60142,2917.60142,169139.8664,18.44088037,60,,,
'5.184',5,184,100773995.5,44.10059262,44.10059262,2961.702013,2961.702013,172101.5685,18.1969499,60,,,
'5.185',5,185,101074491.4,44.83302001,44.83302001,3006.535033,3006.535033,175108.1035,17.95302301,60,,,
'5.186',5,186,101374983.6,45.58562086,45.58562086,3052.120654,3052.120654,178160.2241,17.70909924,60,,,
'5.187',5,187,101675472.3,46.35924057,46.35924057,3098.479894,3098.479894,181258.704,17.46517821,60,,,
'5.188',5,188,101975958.1,47.15477241,47.15477241,3145.634667,3145.634667,184404.3387,17.22125956,60,,,
'5.189',5,189,102276441.4,47.97316095,47.97316095,3193.607828,3193.607828,187597.9465,16.977343,60,,,
'5.190',5,190,102576922.4,48.81540582,48.81540582,3242.423233,3242.423233,190840.3698,16.73342826,60,,,
'5.191',5,191,102877401.5,49.68256575,49.68256575,3292.105799,3292.105799,194132.4756,16.4895151,60,,,
'5.192',5,192,103177878.8,50.57576306,50.57576306,3342.681562,3342.681562,197475.1571,16.24560332,60,,,
'5.193',5,193,103478354.7,51.49618846,51.49618846,3394.177751,3394.177751,200869.3349,16.00169275,60,,,
'5.194',5,194,103778829.3,52.44510639,52.44510639,3446.622857,3446.622857,204315.9577,15.75778324,60,,,
'5.195',5,195,104079302.7,53.42386078,53.42386078,3500.046718,3500.046718,207816.0044,15.51387464,60,,,
'5.196',5,196,104379775.2,54.4338814,54.4338814,3554.480599,3554.480599,211370.485,15.26996683,60,,,
'5.197',5,197,104680246.8,55.47669088,55.47669088,3609.95729,3609.95729,214980.4423,15.02605973,60,,,
'6.80',6,80,54006065.57,9.817340313,9.817340313,506.9593528,506.9593528,18860.71163,56.16070527,80,1.30882E+14,1.30882E+14,65414200
'6.84',6,84,57599624.23,10.70908603,10.70908603,548.4494261,548.4494261,20991.15507,53.24364261,80,,,
'6.85',6,85,58484972.86,10.9359679,10.9359679,559.385394,559.385394,21550.54046,52.52496298,80,,,
'6.86',6,86,59363130.02,11.16411106,11.16411106,570.5495051,570.5495051,22121.08997,51.812121,80,,,
'6.87',6,87,60233099.82,11.39334905,11.39334905,581.9428542,581.9428542,22703.03282,51.10592509,80,,,
'6.88',6,88,61093894.05,11.62351299,11.62351299,593.5663672,593.5663672,23296.59919,50.40717743,80,,,
'6.89',6,89,62245006.02,11.9821664,11.9821664,605.5485335,605.5485335,23902.14772,49.47276504,80,,,
'6.90',6,90,63080758.57,12.21506876,12.21506876,617.7636023,617.7636023,24519.91132,48.7943449,80,,,
'6.91',6,91,63905208.57,12.44854857,12.44854857,630.2121509,630.2121509,25150.12348,48.12509959,80,,,
'6.92',6,92,64866308.06,12.71160984,12.71160984,642.9237607,642.9237607,25793.04724,47.34492937,80,,,
'6.93',6,93,65719952.33,12.95666329,12.95666329,655.880424,655.880424,26448.92766,46.65198567,80,,,
'6.94',6,94,66545577.28,13.19913663,13.19913663,669.0795606,669.0795606,27118.00722,45.98178659,80,,,
'6.95',6,95,67343959.2,13.43913746,13.43913746,682.5186981,682.5186981,27800.52592,45.33370197,80,,,
'6.96',6,96,68115871.34,13.67677542,13.67677542,696.1954735,696.1954735,28496.72139,44.70710414,80,,,
'6.97',6,97,68862089.91,13.91216347,13.91216347,710.107637,710.107637,29206.82903,44.101363,80,,,
'6.98',6,98,69583398.39,14.14541885,14.14541885,724.2530558,724.2530558,29931.08209,43.51584256,80,,,
'6.99',6,99,70280590.42,14.37666382,14.37666382,738.6297197,738.6297197,30669.71181,42.94989859,80,,,
'6.100',6,100,70954471.22,14.60602612,14.60602612,753.2357458,753.2357458,31422.94755,42.40287746,80,,,
'6.101',6,101,71605858.05,14.83363919,14.83363919,768.069385,768.069385,32191.01694,41.87411577,80,,,
'6.102',6,102,72235579.57,15.05964231,15.05964231,783.1290273,783.1290273,32974.14596,41.36294082,80,,,
'6.103',6,103,72844474.58,15.28418042,15.28418042,798.4132077,798.4132077,33772.55917,40.86867175,80,,,
'6.104',6,104,72412948.64,15.09662014,15.09662014,811.5806309,811.5806309,34569.11362,41.21896191,100,,,
'6.105',6,105,74003178.18,15.72946839,15.72946839,829.65008,829.65008,35416.12986,39.92809688,80,,,
'6.106',6,106,74554694.52,15.95053396,15.95053396,845.600614,845.600614,36261.73048,39.4804048,80,,,
'6.107',6,107,75088793.93,16.17076501,16.17076501,861.771379,861.771379,37123.50186,39.04685088,80,,,
'6.108',6,108,75606327.83,16.39032948,16.39032948,878.1617085,878.1617085,38001.66356,38.62674397,80,,,
'6.109',6,109,76108140.83,16.60939834,16.60939834,894.7711068,894.7711068,38896.43467,38.21939847,80,,,
'6.110',6,110,76595067.53,16.82814494,16.82814494,911.5992518,911.5992518,39808.03392,37.82413688,80,,,
'6.111',6,111,77067929.42,17.04674444,17.04674444,928.6459962,928.6459962,40736.67992,37.44029238,80,,,
'6.112',6,112,77527531.89,17.2653732,17.2653732,945.9113694,945.9113694,41682.59129,37.06721116,80,,,
'6.113',6,113,77974661.62,17.4842082,17.4842082,963.3955776,963.3955776,42645.98687,36.70425468,80,,,
'6.114',6,114,78410084,17.70342653,17.70342653,981.0990041,981.0990041,43627.08587,36.3508016,80,,,
'6.115',6,115,78834541.05,17.92320492,17.92320492,999.0222091,999.0222091,44626.10808,36.00624961,80,,,
'6.116',6,116,79248749.48,18.14371922,18.14371922,1017.165928,1017.165928,45643.27401,35.6700169,80,,,
'6.117',6,117,79653399.13,18.36514407,18.36514407,1035.531072,1035.531072,46678.80508,35.34154352,80,,,
'6.118',6,118,80049151.71,18.58765257,18.58765257,1054.118725,1054.118725,47732.9238,35.0202923,80,,,
'6.119',6,119,80436639.84,18.81141593,18.81141593,1072.930141,1072.930141,48805.85395,34.70574974,80,,,
'6.120',6,120,80816466.34,19.03660333,19.03660333,1091.966744,1091.966744,49897.82069,34.39742649,80,,,
'6.121',6,121,81189203.85,19.26338166,19.26338166,1111.230126,1111.230126,51009.05082,34.0948577,80,,,
'6.122',6,122,81555394.7,19.49191549,19.49191549,1130.722041,1130.722041,52139.77286,33.79760315,80,,,
'6.123',6,123,81915550.97,19.72236695,19.72236695,1150.444408,1150.444408,53290.21726,33.50524716,80,,,
'6.124',6,124,81852102.29,19.70709075,19.70709075,1162.472873,1162.472873,52566.68987,33.55675148,120,,,
'6.125',6,125,82619658.96,20.18965908,20.18965908,1190.588963,1190.588963,55651.20553,32.93368918,80,,,
'6.126',6,126,82964487.34,20.42681195,20.42681195,1211.015775,1211.015775,56862.22131,32.65377557,80,,,
'6.127',6,127,83305035.91,20.66650705,20.66650705,1231.682282,1231.682282,58093.90359,32.37733608,80,,,
'6.128',6,128,83641673.6,20.90889498,20.90889498,1252.591177,1252.591177,59346.49477,32.10407124,80,,,
'6.129',6,129,83974743.27,21.15412445,21.15412445,1273.745302,1273.745302,60620.24007,31.83370273,80,,,
'6.130',6,130,84304562.84,21.40234245,21.40234245,1295.147644,1295.147644,61915.38771,31.56597249,80,,,
'6.131',6,131,84631426.42,21.6536945,21.6536945,1316.801338,1316.801338,63232.18905,31.30064175,80,,,
'6.132',6,132,84955605.53,21.90832487,21.90832487,1338.709663,1338.709663,64570.89871,31.03749013,80,,,
'6.133',6,133,85277350.27,22.16637688,22.16637688,1360.87604,1360.87604,65931.77475,30.77631461,80,,,
'6.134',6,134,85596890.54,22.42799313,22.42799313,1383.304033,1383.304033,67315.07879,30.51692856,80,,,
'6.135',6,135,85914437.27,22.69331586,22.69331586,1405.997349,1405.997349,68721.07614,30.25916076,80,,,
'6.136',6,136,86230183.6,22.96248719,22.96248719,1428.959836,1428.959836,70150.03597,30.00285443,80,,,
'6.137',6,137,86544306.09,23.23564946,23.23564946,1452.195486,1452.195486,71602.23146,29.74786625,80,,,
'6.138',6,138,86856965.8,23.51294554,23.51294554,1475.708431,1475.708431,73077.93989,29.49406548,80,,,
'6.139',6,139,87168309.42,23.79451916,23.79451916,1499.502951,1499.502951,74577.44284,29.24133303,80,,,
'6.140',6,140,87478470.36,24.08051525,24.08051525,1523.583466,1523.583466,76101.02631,28.98956063,80,,,
'6.141',6,141,87787569.71,24.37108022,24.37108022,1547.954546,1547.954546,77648.98085,28.73864997,80,,,
'6.142',6,142,88095717.23,24.66636236,24.66636236,1572.620908,1572.620908,79221.60176,28.48851196,80,,,
'6.143',6,143,88403012.26,24.96651213,24.96651213,1597.587421,1597.587421,80819.18918,28.23906595,80,,,
'6.144',6,144,88709544.58,25.27168253,25.27168253,1622.859103,1622.859103,82442.04828,27.99023908,80,,,
'6.145',6,145,89015395.2,25.58202942,25.58202942,1648.441132,1648.441132,84090.48942,27.74196557,80,,,
'6.146',6,146,89320637.12,25.89771187,25.89771187,1674.338844,1674.338844,85764.82826,27.49418616,80,,,
'6.147',6,147,89625336.08,26.21889254,26.21889254,1700.557737,1700.557737,87465.386,27.24684751,80,,,
'6.148',6,148,89929551.14,26.54573798,26.54573798,1727.103475,1727.103475,89192.48947,26.99990166,80,,,
'6.149',6,149,90233335.33,26.87841904,26.87841904,1753.981894,1753.981894,90946.47137,26.75330557,80,,,
'6.150',6,150,90536736.21,27.21711122,27.21711122,1781.199005,1781.199005,92727.67037,26.50702063,80,,,
'6.151',6,151,90839796.38,27.56199502,27.56199502,1808.761,1808.761,94536.43137,26.26101226,80,,,
'6.152',6,152,91142553.95,27.91325635,27.91325635,1836.674256,1836.674256,96373.10563,26.01524953,80,,,
'6.153',6,153,91445042.98,28.27108691,28.27108691,1864.945343,1864.945343,98238.05097,25.76970479,80,,,
'6.154',6,154,91747293.88,28.6356846,28.6356846,1893.581028,1893.581028,100131.632,25.52435334,80,,,
'6.155',6,155,92049333.77,29.0072539,29.0072539,1922.588282,1922.588282,102054.2203,25.27917318,80,,,
'6.156',6,156,92351186.83,29.38600635,29.38600635,1951.974288,1951.974288,104006.1946,25.03414467,80,,,
'6.157',6,157,92652874.58,29.77216093,29.77216093,1981.746449,1981.746449,105987.941,24.78925037,80,,,
'6.158',6,158,92954416.15,30.1659446,30.1659446,2011.912394,2011.912394,107999.8534,24.54447471,80,,,
'6.159',6,159,93255828.56,30.5675927,30.5675927,2042.479986,2042.479986,110042.3334,24.29980392,80,,,
'6.160',6,160,93557126.89,30.97734949,30.97734949,2073.457336,2073.457336,112115.7907,24.05522571,80,,,
'6.161',6,161,93858324.56,31.39546869,31.39546869,2104.852805,2104.852805,114220.6435,23.81072922,80,,,
'6.162',6,162,94159433.44,31.82221399,31.82221399,2136.675019,2136.675019,116357.3186,23.56630481,80,,,
'6.163',6,163,94460464.04,32.25785966,32.25785966,2168.932878,2168.932878,118526.2514,23.32194394,80,,,
'6.164',6,164,94761425.69,32.70269115,32.70269115,2201.635569,2201.635569,120727.887,23.07763904,80,,,
'6.165',6,165,95062326.61,33.15700572,33.15700572,2234.792575,2234.792575,122962.6796,22.83338343,80,,,
'6.166',6,166,95363174.1,33.62111315,33.62111315,2268.413688,2268.413688,125231.0933,22.58917121,80,,,
'6.167',6,167,95663974.58,34.09533643,34.09533643,2302.509025,2302.509025,127533.6023,22.34499713,80,,,
'6.168',6,168,95964733.73,34.58001255,34.58001255,2337.089037,2337.089037,129870.6913,22.10085661,80,,,
'6.169',6,169,96265456.56,35.07549328,35.07549328,2372.164531,2372.164531,132242.8559,21.85674557,80,,,
'6.170',6,170,96566147.49,35.58214609,35.58214609,2407.746677,2407.746677,134650.6025,21.61266043,80,,,
'6.171',6,171,96866810.41,36.10035498,36.10035498,2443.847032,2443.847032,137094.4496,21.36859802,80,,,
'6.172',6,172,97167448.74,36.63052154,36.63052154,2480.477553,2480.477553,139574.9271,21.12455557,80,,,
'6.173',6,173,97468065.51,37.17306598,37.17306598,2517.650619,2517.650619,142092.5777,20.88053063,80,,,
'6.174',6,174,97768663.37,37.72842822,37.72842822,2555.379047,2555.379047,144647.9568,20.63652103,80,,,
'6.175',6,175,98069244.66,38.29706909,38.29706909,2593.676116,2593.676116,147241.6329,20.3925249,80,,,
'6.176',6,176,98369811.41,38.87947164,38.87947164,2632.555588,2632.555588,149874.1885,20.14854055,80,,,
'6.177',6,177,98670365.45,39.4761425,39.4761425,2672.031731,2672.031731,152546.2202,19.90456653,80,,,
'6.178',6,178,98970908.34,40.08761334,40.08761334,2712.119344,2712.119344,155258.3396,19.66060155,80,,,
'6.179',6,179,99271441.49,40.71444248,40.71444248,2752.833786,2752.833786,158011.1734,19.41664449,80,,,
'6.180',6,180,99571966.1,41.35721656,41.35721656,2794.191003,2794.191003,160805.3644,19.17269435,80,,,
'6.181',6,181,99872483.25,42.01655241,42.01655241,2836.207555,2836.207555,163641.5719,18.92875027,80,,,
'6.182',6,182,100172993.9,42.693099,42.693099,2878.900654,2878.900654,166520.4726,18.68481149,80,,,
'6.183',6,183,100473498.8,43.3875396,43.3875396,2922.288194,2922.288194,169442.7608,18.44087735,80,,,
'6.184',6,184,100773998.7,44.10059405,44.10059405,2966.388788,2966.388788,172409.1496,18.19694725,80,,,
'6.185',6,185,101074494.3,44.83302128,44.83302128,3011.221809,3011.221809,175420.3714,17.95302068,80,,,
'6.186',6,186,101374986.1,45.58562198,45.58562198,3056.807431,3056.807431,178477.1788,17.70909721,80,,,
'6.187',6,187,101675474.5,46.35924157,46.35924157,3103.166673,3103.166673,181580.3455,17.46517643,80,,,
'6.188',6,188,101975960,47.1547733,47.1547733,3150.321446,3150.321446,184730.6669,17.22125801,80,,,
'6.189',6,189,102276443.1,47.97316174,47.97316174,3198.294608,3198.294608,187928.9615,16.97734164,80,,,
'6.190',6,190,102576923.9,48.81540651,48.81540651,3247.110014,3247.110014,191176.0715,16.73342707,80,,,
'6.191',6,191,102877402.7,49.68256637,49.68256637,3296.792581,3296.792581,194472.8641,16.48951406,80,,,
'6.192',6,192,103177879.9,50.5757636,50.5757636,3347.368344,3347.368344,197820.2325,16.24560242,80,,,
'6.193',6,193,103478355.7,51.49618895,51.49618895,3398.864533,3398.864533,201219.097,16.00169196,80,,,
'6.194',6,194,103778830.1,52.44510682,52.44510682,3451.30964,3451.30964,204670.4066,15.75778255,80,,,
'6.195',6,195,104079303.4,53.42386116,53.42386116,3504.733501,3504.733501,208175.1401,15.51387404,80,,,
'6.196',6,196,104379775.8,54.43388174,54.43388174,3559.167383,3559.167383,211734.3075,15.26996631,80,,,
'6.197',6,197,104680247.3,55.47669117,55.47669117,3614.644074,3614.644074,215348.9516,15.02605928,80,,,
'6.198',6,198,104980718.1,56.55391255,56.55391255,3671.197987,3671.197987,219020.1496,14.78215284,80,,,
'6.199',6,199,105281188.2,57.66727786,57.66727786,3728.865265,3728.865265,222749.0148,14.53824692,80,,,
'6.200',6,200,105581657.8,58.81863733,58.81863733,3787.683902,3787.683902,226536.6987,14.29434145,80,,,
'6.201',6,201,105882126.9,60.00996961,60.00996961,3847.693872,3847.693872,230384.3926,14.05043638,80,,,
'7.100',7,100,70666300.64,14.45556507,14.45556507,751.5776105,751.5776105,31412.46888,42.63679924,100,1.30901E+14,1.30901E+14,1037000
'7.105',7,105,73015228.6,15.32000792,15.32000792,826.9006388,826.9006388,35396.01426,40.73006259,100,,,
'7.106',7,106,73596939.12,15.54194168,15.54194168,842.4425805,842.4425805,36238.45684,40.25786046,100,,,
'7.107',7,107,74159094.71,15.76260864,15.76260864,858.2051891,858.2051891,37096.66203,39.80153201,100,,,
'7.108',7,108,74702692.58,15.98219727,15.98219727,874.1873864,874.1873864,37970.84941,39.36026773,100,,,
'7.109',7,109,75228711.1,16.2008969,16.2008969,890.3882833,890.3882833,38861.2377,38.93327345,100,,,
'7.110',7,110,76003390.27,16.47640672,16.47640672,906.86469,906.86469,39768.10239,38.30442949,100,,,
'7.111',7,111,76475386.24,16.68954384,16.68954384,923.5542339,923.5542339,40691.65662,37.92128789,100,,,
'7.112',7,112,76934116.48,16.90263492,16.90263492,940.4568688,940.4568688,41632.11349,37.54891471,100,,,
'7.113',7,113,77380385.78,17.11585703,17.11585703,957.5727258,957.5727258,42589.68621,37.18665667,100,,,
'7.114',7,114,77814973.84,17.32938649,17.32938649,974.9021123,974.9021123,43564.58833,36.83388085,100,,,
'7.115',7,115,78238633.65,17.54339847,17.54339847,992.4455108,992.4455108,44557.03384,36.48997602,100,,,
'7.116',7,116,78652089.99,17.75806664,17.75806664,1010.203577,1010.203577,45567.23741,36.15435382,100,,,
'7.117',7,117,79056038.34,17.97356281,17.97356281,1028.17714,1028.17714,46595.41456,35.82644971,100,,,
'7.118',7,118,79751609.83,18.38778785,18.38778785,1046.564928,1046.564928,47641.97948,35.26182121,100,,,
'7.119',7,119,80138223.69,18.60833535,18.60833535,1065.173263,1065.173263,48707.15275,34.94798834,100,,,
'7.120',7,120,80517311.92,18.83028241,18.83028241,1084.003546,1084.003546,49791.15629,34.64026437,100,,,
'7.121',7,121,80889431.43,19.05379051,19.05379051,1103.057336,1103.057336,50894.21363,34.33819724,100,,,
'7.122',7,122,81255110.17,19.27901895,19.27901895,1122.336355,1122.336355,52016.54998,34.0413584,100,,,
'7.123',7,123,81614847.11,19.50612475,19.50612475,1141.84248,1141.84248,53158.39246,33.7493428,100,,,
'7.124',7,124,81969112.5,19.73526267,19.73526267,1161.577743,1161.577743,54319.97021,33.46176872,100,,,
'7.125',7,125,82318348.32,19.96658521,19.96658521,1181.544328,1181.544328,55501.51453,33.17827737,100,,,
'7.126',7,126,82662968.85,20.20024266,20.20024266,1201.744571,1201.744571,56703.25911,32.89853248,100,,,
'7.127',7,127,83003361.39,20.43638319,20.43638319,1222.180954,1222.180954,57925.44006,32.62221965,100,,,
'7.128',7,128,83339887.13,20.67515302,20.67515302,1242.856107,1242.856107,59168.29617,32.34904569,100,,,
'7.129',7,129,83672882.07,20.91669653,20.91669653,1263.772803,1263.772803,60432.06897,32.07873784,100,,,
'7.130',7,130,84002658.09,21.16115649,21.16115649,1284.93396,1284.93396,61717.00293,31.81104294,100,,,
'7.131',7,131,84329503.96,21.40867424,21.40867424,1306.342634,1306.342634,63023.34556,31.54572658,100,,,
'7.132',7,132,84653686.54,21.65938995,21.65938995,1328.002024,1328.002024,64351.34759,31.28257215,100,,,
'7.133',7,133,84975451.86,21.91344284,21.91344284,1349.915467,1349.915467,65701.26305,31.02137992,100,,,
'7.134',7,134,85295026.3,22.17097146,22.17097146,1372.086438,1372.086438,67073.34949,30.76196613,100,,,
'7.135',7,135,85612617.78,22.43211397,22.43211397,1394.518552,1394.518552,68467.86804,30.50416201,100,,,
'7.136',7,136,85928416.85,22.69700841,22.69700841,1417.215561,1417.215561,69885.08361,30.24781287,100,,,
'7.137',7,137,86242597.85,22.96579302,22.96579302,1440.181354,1440.181354,71325.26496,29.99277719,100,,,
'7.138',7,138,86555320,23.2386065,23.2386065,1463.41996,1463.41996,72788.68492,29.73892573,100,,,
'7.139',7,139,86866728.45,23.51558838,23.51558838,1486.935549,1486.935549,74275.62047,29.48614066,100,,,
'7.140',7,140,87176955.32,23.79687925,23.79687925,1510.732428,1510.732428,75786.3529,29.23431475,100,,,
'7.141',7,141,87486120.64,24.08262117,24.08262117,1534.815049,1534.815049,77321.16794,28.98335053,100,,,
'7.142',7,142,87794333.35,24.3729579,24.3729579,1559.188007,1559.188007,78880.35595,28.73315961,100,,,
'7.143',7,143,88101692.1,24.66803529,24.66803529,1583.856042,1583.856042,80464.21199,28.48366188,100,,,
'7.144',7,144,88408286.15,24.96800157,24.96800157,1608.824044,1608.824044,82073.03604,28.23478489,100,,,
'7.145',7,145,88714196.12,25.27300767,25.27300767,1634.097051,1634.097051,83707.13309,27.9864632,100,,,
'7.146',7,146,89019494.74,25.58320758,25.58320758,1659.680259,1659.680259,85366.81335,27.73863778,100,,,
'7.147',7,147,89324247.53,25.89875868,25.89875868,1685.579018,1685.579018,87052.39237,27.49125542,100,,,
'7.148',7,148,89628513.45,26.21982204,26.21982204,1711.79884,1711.79884,88764.19121,27.24426829,100,,,
'7.149',7,149,89932345.47,26.54656282,26.54656282,1738.345403,1738.345403,90502.53661,26.99763337,100,,,
